ID_COMPONENTE;MODULO;TIPO;NOMBRE_ARCHIVO_O_FUNCION;RUTA_FISICA;ROL_ASOCIADO;COMANDO_INVOCACION;ENTRADA_PARAMETROS;SALIDA_RESULTADO;DESCRIPCION_OPERATIVA_DETALLADA;CRITICIDAD
SCR-083;SCRIPTS_LOCALES;CLI_SCRIPT;fix_auth_group_path.py;scripts/fix_auth_group_path.py;ADMIN_TECNICO;python scripts/fix_auth_group_path.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-084;SCRIPTS_LOCALES;CLI_SCRIPT;fix_base32_key.py;scripts/fix_base32_key.py;ADMIN_TECNICO;python scripts/fix_base32_key.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-085;SCRIPTS_LOCALES;CLI_SCRIPT;fix_bespoke_syntax.py;scripts/fix_bespoke_syntax.py;ADMIN_TECNICO;python scripts/fix_bespoke_syntax.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-086;SCRIPTS_LOCALES;CLI_SCRIPT;fix_cdn_urls_preserve.py;scripts/fix_cdn_urls_preserve.py;ADMIN_TECNICO;python scripts/fix_cdn_urls_preserve.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-087;SCRIPTS_LOCALES;CLI_SCRIPT;fix_clean_types.py;scripts/fix_clean_types.py;ADMIN_TECNICO;python scripts/fix_clean_types.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-088;SCRIPTS_LOCALES;CLI_SCRIPT;fix_cursor_and_clicks.py;scripts/fix_cursor_and_clicks.py;ADMIN_TECNICO;python scripts/fix_cursor_and_clicks.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-089;SCRIPTS_LOCALES;CLI_SCRIPT;fix_dynamic_routes.py;scripts/fix_dynamic_routes.py;ADMIN_TECNICO;python scripts/fix_dynamic_routes.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-090;SCRIPTS_LOCALES;CLI_SCRIPT;fix_global_types.py;scripts/fix_global_types.py;ADMIN_TECNICO;python scripts/fix_global_types.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-091;SCRIPTS_LOCALES;CLI_SCRIPT;fix_hydration_error.py;scripts/fix_hydration_error.py;ADMIN_TECNICO;python scripts/fix_hydration_error.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-092;SCRIPTS_LOCALES;CLI_SCRIPT;fix_json_syntax.py;scripts/fix_json_syntax.py;ADMIN_TECNICO;python scripts/fix_json_syntax.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-093;SCRIPTS_LOCALES;CLI_SCRIPT;fix_last_error.py;scripts/fix_last_error.py;ADMIN_TECNICO;python scripts/fix_last_error.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-094;SCRIPTS_LOCALES;CLI_SCRIPT;fix_logout_and_cache.py;scripts/fix_logout_and_cache.py;ADMIN_TECNICO;python scripts/fix_logout_and_cache.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-095;SCRIPTS_LOCALES;CLI_SCRIPT;fix_nextauth_secret.py;scripts/fix_nextauth_secret.py;ADMIN_TECNICO;python scripts/fix_nextauth_secret.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-096;SCRIPTS_LOCALES;CLI_SCRIPT;fix_provider_attributes.py;scripts/fix_provider_attributes.py;ADMIN_TECNICO;python scripts/fix_provider_attributes.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-097;SCRIPTS_LOCALES;CLI_SCRIPT;fix_real_galleries_deep.py;scripts/fix_real_galleries_deep.py;ADMIN_TECNICO;python scripts/fix_real_galleries_deep.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-098;SCRIPTS_LOCALES;CLI_SCRIPT;fix_remaining_15.py;scripts/fix_remaining_15.py;ADMIN_TECNICO;python scripts/fix_remaining_15.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-099;SCRIPTS_LOCALES;CLI_SCRIPT;fix_theme_and_slug.py;scripts/fix_theme_and_slug.py;ADMIN_TECNICO;python scripts/fix_theme_and_slug.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-100;SCRIPTS_LOCALES;CLI_SCRIPT;fix_theme_context.py;scripts/fix_theme_context.py;ADMIN_TECNICO;python scripts/fix_theme_context.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-101;SCRIPTS_LOCALES;CLI_SCRIPT;fix_type_errors.py;scripts/fix_type_errors.py;ADMIN_TECNICO;python scripts/fix_type_errors.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-102;SCRIPTS_LOCALES;CLI_SCRIPT;fix_vercel_build_errors.py;scripts/fix_vercel_build_errors.py;ADMIN_TECNICO;python scripts/fix_vercel_build_errors.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-103;SCRIPTS_LOCALES;CLI_SCRIPT;forensic_inventory_crawler.ps1;scripts/forensic_inventory_crawler.ps1;ADMIN_TECNICO;PowerShell -ExecutionPolicy Bypass -File .\scripts\forensic_inventory_crawler.ps1;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-104;SCRIPTS_LOCALES;CLI_SCRIPT;generate_whisper_index.py;scripts/generate_whisper_index.py;ADMIN_TECNICO;python scripts/generate_whisper_index.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-105;SCRIPTS_LOCALES;CLI_SCRIPT;google_indexing_batch.ts;scripts/google_indexing_batch.ts;ADMIN_TECNICO;npx ts-node scripts/google_indexing_batch.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-106;SCRIPTS_LOCALES;CLI_SCRIPT;harvest_whisper_direct.py;scripts/harvest_whisper_direct.py;ADMIN_TECNICO;python scripts/harvest_whisper_direct.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-107;SCRIPTS_LOCALES;CLI_SCRIPT;health_check_apis.py;scripts/health_check_apis.py;ADMIN_TECNICO;python scripts/health_check_apis.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-108;SCRIPTS_LOCALES;CLI_SCRIPT;human_journey_sweep.js;scripts/human_journey_sweep.js;ADMIN_TECNICO;node scripts/human_journey_sweep.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-109;SCRIPTS_LOCALES;CLI_SCRIPT;incubadora_fast.py;scripts/incubadora_fast.py;ADMIN_TECNICO;python scripts/incubadora_fast.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-110;SCRIPTS_LOCALES;CLI_SCRIPT;incubadora_harvester.py;scripts/incubadora_harvester.py;ADMIN_TECNICO;python scripts/incubadora_harvester.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-111;SCRIPTS_LOCALES;CLI_SCRIPT;indexador_forense.js;scripts/indexador_forense.js;ADMIN_TECNICO;node scripts/indexador_forense.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-112;SCRIPTS_LOCALES;CLI_SCRIPT;indexador_forense.ts;scripts/indexador_forense.ts;ADMIN_TECNICO;npx ts-node scripts/indexador_forense.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-113;SCRIPTS_LOCALES;CLI_SCRIPT;ingest-demetrio-rag.js;scripts/ingest-demetrio-rag.js;SISTEMA_ZTM / CEO;node scripts/ingest-demetrio-rag.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-114;SCRIPTS_LOCALES;CLI_SCRIPT;ingest-gsc-nodes.js;scripts/ingest-gsc-nodes.js;SISTEMA_ZTM / CEO;node scripts/ingest-gsc-nodes.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-115;SCRIPTS_LOCALES;CLI_SCRIPT;ingest-qualityvip-rag.js;scripts/ingest-qualityvip-rag.js;SISTEMA_ZTM / CEO;node scripts/ingest-qualityvip-rag.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-116;SCRIPTS_LOCALES;CLI_SCRIPT;ingest_arsenal_and_b2b_rag.py;scripts/ingest_arsenal_and_b2b_rag.py;SISTEMA_ZTM / CEO;python scripts/ingest_arsenal_and_b2b_rag.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-117;SCRIPTS_LOCALES;CLI_SCRIPT;ingest_gsc_data.ts;scripts/ingest_gsc_data.ts;SISTEMA_ZTM / CEO;npx ts-node scripts/ingest_gsc_data.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-118;SCRIPTS_LOCALES;CLI_SCRIPT;ingest_md_rag.py;scripts/ingest_md_rag.py;SISTEMA_ZTM / CEO;python scripts/ingest_md_rag.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-119;SCRIPTS_LOCALES;CLI_SCRIPT;ingest_mindmaps_to_rag.py;scripts/ingest_mindmaps_to_rag.py;SISTEMA_ZTM / CEO;python scripts/ingest_mindmaps_to_rag.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-120;SCRIPTS_LOCALES;CLI_SCRIPT;ingest_whisper.js;scripts/ingest_whisper.js;SISTEMA_ZTM / CEO;node scripts/ingest_whisper.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-121;SCRIPTS_LOCALES;CLI_SCRIPT;inject_admin_password.py;scripts/inject_admin_password.py;ADMIN_TECNICO;python scripts/inject_admin_password.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-122;SCRIPTS_LOCALES;CLI_SCRIPT;inject_solista_premium.py;scripts/inject_solista_premium.py;ADMIN_TECNICO;python scripts/inject_solista_premium.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-123;SCRIPTS_LOCALES;CLI_SCRIPT;inspect-route-html.js;scripts/inspect-route-html.js;ADMIN_TECNICO;node scripts/inspect-route-html.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-124;SCRIPTS_LOCALES;CLI_SCRIPT;inspect_affiliate_system.py;scripts/inspect_affiliate_system.py;ADMIN_TECNICO;python scripts/inspect_affiliate_system.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-125;SCRIPTS_LOCALES;CLI_SCRIPT;install-ear-cue-bridge.ps1;scripts/install-ear-cue-bridge.ps1;ARTISTA_DJ / VENUE;PowerShell -ExecutionPolicy Bypass -File .\scripts\install-ear-cue-bridge.ps1;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Herramienta de cabina, captura de logs de sesión, extracción M3U/CSV y generación de actas SHA-256.;CRITICAL
SCR-126;SCRIPTS_LOCALES;CLI_SCRIPT;install_mcps.py;scripts/install_mcps.py;ADMIN_TECNICO;python scripts/install_mcps.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-127;SCRIPTS_LOCALES;CLI_SCRIPT;intelligence_scan_route.js;scripts/intelligence_scan_route.js;ADMIN_TECNICO;node scripts/intelligence_scan_route.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-128;SCRIPTS_LOCALES;CLI_SCRIPT;intelligence_scan_route.ts;scripts/intelligence_scan_route.ts;ADMIN_TECNICO;npx ts-node scripts/intelligence_scan_route.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-129;SCRIPTS_LOCALES;CLI_SCRIPT;inventory_audit.ps1;scripts/inventory_audit.ps1;ADMIN_TECNICO;PowerShell -ExecutionPolicy Bypass -File .\scripts\inventory_audit.ps1;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-130;SCRIPTS_LOCALES;CLI_SCRIPT;knowledge-ingestion.js;scripts/knowledge-ingestion.js;SISTEMA_ZTM / CEO;node scripts/knowledge-ingestion.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-131;SCRIPTS_LOCALES;CLI_SCRIPT;knowledge-ingestion.ts;scripts/knowledge-ingestion.ts;SISTEMA_ZTM / CEO;npx ts-node scripts/knowledge-ingestion.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-132;SCRIPTS_LOCALES;CLI_SCRIPT;list_models.js;scripts/list_models.js;ADMIN_TECNICO;node scripts/list_models.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-133;SCRIPTS_LOCALES;CLI_SCRIPT;list_models.ts;scripts/list_models.ts;ADMIN_TECNICO;npx ts-node scripts/list_models.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-134;SCRIPTS_LOCALES;CLI_SCRIPT;map_all_drives.py;scripts/map_all_drives.py;ADMIN_TECNICO;python scripts/map_all_drives.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-135;SCRIPTS_LOCALES;CLI_SCRIPT;master_semantic_orchestrator.ts;scripts/master_semantic_orchestrator.ts;ADMIN_TECNICO;npx ts-node scripts/master_semantic_orchestrator.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-136;SCRIPTS_LOCALES;CLI_SCRIPT;mine_antigravity_chats.js;scripts/mine_antigravity_chats.js;ADMIN_TECNICO;node scripts/mine_antigravity_chats.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-137;SCRIPTS_LOCALES;CLI_SCRIPT;open-config-ui.ps1;scripts/open-config-ui.ps1;ARTISTA_DJ / ADMIN;PowerShell -ExecutionPolicy Bypass -File .\scripts\open-config-ui.ps1;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Gestión visual y almacenamiento de datos fiscales de artistas y locales asociados.;HIGH
SCR-138;SCRIPTS_LOCALES;CLI_SCRIPT;optimizar_ia_gpu.bat;scripts/optimizar_ia_gpu.bat;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-139;SCRIPTS_LOCALES;CLI_SCRIPT;optimize_data_architecture.py;scripts/optimize_data_architecture.py;ADMIN_TECNICO;python scripts/optimize_data_architecture.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-140;SCRIPTS_LOCALES;CLI_SCRIPT;optimize_seo_metadata.js;scripts/optimize_seo_metadata.js;ADMIN_TECNICO;node scripts/optimize_seo_metadata.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-141;SCRIPTS_LOCALES;CLI_SCRIPT;organize_despegue_catalog.js;scripts/organize_despegue_catalog.js;ADMIN_TECNICO;node scripts/organize_despegue_catalog.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-142;SCRIPTS_LOCALES;CLI_SCRIPT;organize_photos_exif.py;scripts/organize_photos_exif.py;ADMIN_TECNICO;python scripts/organize_photos_exif.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-143;SCRIPTS_LOCALES;CLI_SCRIPT;organize_root_pure.py;scripts/organize_root_pure.py;ADMIN_TECNICO;python scripts/organize_root_pure.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-144;SCRIPTS_LOCALES;CLI_SCRIPT;outbound_b2b_microbatch_agent.py;scripts/outbound_b2b_microbatch_agent.py;ADMIN_TECNICO;python scripts/outbound_b2b_microbatch_agent.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-145;SCRIPTS_LOCALES;CLI_SCRIPT;outbound_dispatcher_queue.py;scripts/outbound_dispatcher_queue.py;ADMIN_TECNICO;python scripts/outbound_dispatcher_queue.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-146;SCRIPTS_LOCALES;CLI_SCRIPT;patch_slice_bespoke.py;scripts/patch_slice_bespoke.py;ADMIN_TECNICO;python scripts/patch_slice_bespoke.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-147;SCRIPTS_LOCALES;CLI_SCRIPT;priority_urls_indexing.json;scripts/priority_urls_indexing.json;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-148;SCRIPTS_LOCALES;CLI_SCRIPT;process_media_and_route.js;scripts/process_media_and_route.js;ADMIN_TECNICO;node scripts/process_media_and_route.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-149;SCRIPTS_LOCALES;CLI_SCRIPT;process_providers.py;scripts/process_providers.py;ADMIN_TECNICO;python scripts/process_providers.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-150;SCRIPTS_LOCALES;CLI_SCRIPT;purge_v207_b1.mjs;scripts/purge_v207_b1.mjs;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-151;SCRIPTS_LOCALES;CLI_SCRIPT;purge_v207_b1_fixed.mjs;scripts/purge_v207_b1_fixed.mjs;ADMIN_TECNICO;;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-152;SCRIPTS_LOCALES;CLI_SCRIPT;purify_repository_sclass.py;scripts/purify_repository_sclass.py;ADMIN_TECNICO;python scripts/purify_repository_sclass.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-153;SCRIPTS_LOCALES;CLI_SCRIPT;query_rag.py;scripts/query_rag.py;SISTEMA_ZTM / CEO;python scripts/query_rag.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-154;SCRIPTS_LOCALES;CLI_SCRIPT;quick_vdj_live_test.js;scripts/quick_vdj_live_test.js;ARTISTA_DJ / VENUE;node scripts/quick_vdj_live_test.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Herramienta de cabina, captura de logs de sesión, extracción M3U/CSV y generación de actas SHA-256.;CRITICAL
SCR-155;SCRIPTS_LOCALES;CLI_SCRIPT;rag_dynamic_centinel.py;scripts/rag_dynamic_centinel.py;SISTEMA_ZTM / CEO;python scripts/rag_dynamic_centinel.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-156;SCRIPTS_LOCALES;CLI_SCRIPT;register_autostart_watcher.ps1;scripts/register_autostart_watcher.ps1;ARTISTA_DJ / VENUE;PowerShell -ExecutionPolicy Bypass -File .\scripts\register_autostart_watcher.ps1;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Herramienta de cabina, captura de logs de sesión, extracción M3U/CSV y generación de actas SHA-256.;CRITICAL
SCR-157;SCRIPTS_LOCALES;CLI_SCRIPT;repair_bespoke.py;scripts/repair_bespoke.py;ADMIN_TECNICO;python scripts/repair_bespoke.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-158;SCRIPTS_LOCALES;CLI_SCRIPT;repatriate_vsts.py;scripts/repatriate_vsts.py;ADMIN_TECNICO;python scripts/repatriate_vsts.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-159;SCRIPTS_LOCALES;CLI_SCRIPT;repatriate_vsts_safe.py;scripts/repatriate_vsts_safe.py;ADMIN_TECNICO;python scripts/repatriate_vsts_safe.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-160;SCRIPTS_LOCALES;CLI_SCRIPT;restore-admin.ts;scripts/restore-admin.ts;ADMIN_TECNICO;npx ts-node scripts/restore-admin.ts;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-161;SCRIPTS_LOCALES;CLI_SCRIPT;restore_raw_cdn_urls.py;scripts/restore_raw_cdn_urls.py;ADMIN_TECNICO;python scripts/restore_raw_cdn_urls.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-162;SCRIPTS_LOCALES;CLI_SCRIPT;resume_whisper_batch.py;scripts/resume_whisper_batch.py;ADMIN_TECNICO;python scripts/resume_whisper_batch.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-163;SCRIPTS_LOCALES;CLI_SCRIPT;resume_whisper_fase1_graph.py;scripts/resume_whisper_fase1_graph.py;ADMIN_TECNICO;python scripts/resume_whisper_fase1_graph.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-164;SCRIPTS_LOCALES;CLI_SCRIPT;resume_whisper_ingest.py;scripts/resume_whisper_ingest.py;SISTEMA_ZTM / CEO;python scripts/resume_whisper_ingest.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Motor de archivo físico, delta-indexing SHA-256 y vaciado de discos a la bóveda inmutable.;CRITICAL
SCR-165;SCRIPTS_LOCALES;CLI_SCRIPT;run_overnight.py;scripts/run_overnight.py;ADMIN_TECNICO;python scripts/run_overnight.py;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
SCR-166;SCRIPTS_LOCALES;CLI_SCRIPT;run_overnight_native.js;scripts/run_overnight_native.js;ADMIN_TECNICO;node scripts/run_overnight_native.js;Argumentos CLI / Flags;Logs de consola / Archivos generados / Actas;Script auxiliar de mantenimiento, limpieza o pruebas forenses de la plataforma.;MEDIUM
